,premise,choice1,choice2,label,question
5415,"select the items from shelf, trying to stay on the perimeter of the store.",pay for my groceries.,drive to grocery store.,0,effect
5416,select grocery items from shelf.,pay for grocery.,drive to store and park.,0,effect
5417,find items on grocery rack.,pay for items.,make a trip to the store by car.,0,effect
5418,find items on grocery shelf.place items into basket.,pay for your items.,drive to store.,0,effect
5419,find items you want to buy.place items in grocery cart.,pay for items.,drive the car to the grocery.,0,effect
5420,get neatly packed and take it to home.,drive to nearest grocery store.,take the things you want to buy.put them on to the trolley.,1,cause
5421,pack the things in your bag and prepare to leave the mall.,make a trip to the store by car.,find items on gerocery rack.put items into cart.,1,cause
5422,bag items.,make a trip to the store by car.,find things required to buy.put them in cart.,1,cause
5423,put groceries in a bag.,go to the store by car.,select grocery items from shelf.,1,cause
5424,bagger bags groceries.,drive to nearest grocery store.,go through store picking items.,1,cause
5425,find items on gerocery rack.put items into cart.,bag items.,drive to nearest grocery store.,0,effect
5426,put items i need in cart.,bag food.,find a grocery nearby.go to grocery by driving.,0,effect
5427,get things from grocery shelf.,"if necessary, bag your items.",go to the store by driving your own vehicle.,0,effect
5428,get items from grocery shelf.put in cart.,pack the purchased items.,drive to store.,0,effect
5429,pick up everything and put into your cart.,"if necessary, bag your items.",drive to the grocery store.,0,effect
5430,get the bill for groceries.,drive to nearest grocery store.,pick up refridgerated and frozen items last.,1,cause
5431,get the bill for groceries.,drive to nearest grocery store.,take things off shelf.,1,cause
5432,get the bill.,drive to the grocery store.,take things off shelf.,1,cause
5433,get the bill for groceries.,find a grocery store.drive  to the store.,gather items from grocery rack.,1,cause
5434,get receipt.,go to grocery store by vehicle.,put items i need in cart.,1,cause
5435,"select the items from shelf, trying to stay on the perimeter of the store.",get the bill.,go to grocery store by car.,0,effect
5436,put them in the cart.,get the bill for groceries.,drive to store.,0,effect
5437,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,get the bill for groceries.,drive to nearest grocery store.,0,effect
5438,find things required to buy.put them in cart.,get the bill for groceries.,take your car and drive to grocery shop.,0,effect
5439,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",get receipt.,drive to the grocery store.,0,effect
5440,take groceries to car.,drive to grocery store.,get what you need from the aisles.,0,cause
5441,put bags in car and go home.,drive to store.,"first pick up the bottle things so that it goes in bottom of the trolley.then shop for the packet items.now time for oil, milk items so that it won't get crushed by other heavy things.",0,cause
5442,go to car.,go to the store by your own vehicle.,get items from grocery shelf.put in cart.,0,cause
5443,take cart to car.take bags out of cart and place into car.,drive to nearby grocery store.,put items i need in cart.,0,cause
5444,take the grocery bags to the car.,find a grocery nearby.go to grocery by driving.,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,0,cause
5445,go to the store by your own vehicle.,find items you want to buy.place items in grocery cart.,walk out to the car.put the items in the car.,1,effect
5446,drive to grocery store.,put food in cart from grocery rack.,push cart back to car.put groceries in trunk.,1,effect
5447,make a trip to the store by car.,put items i need in cart.,unload grocery into your car.,1,effect
5448,drive to store.,put items in cart you want .,go back to car.load groceries in trunk.,1,effect
5449,drive to nearby grocery store.,find items that you need.,take groceries to your car and load them up.,1,effect
5450,go to car.,drive to the grocery store.,cross them off your list(check if all items on list are purchased).,0,cause
5451,push cart to your car.put groceries in your trunk.,go to the store by your own vehicle.,check your list at each aisle to ensure you haven't missed anything.,0,cause
5452,push cart to your car.put groceries in your trunk.,"visit the mall by car, park the vehicle.",cross check the purchased items with your list.,0,cause
5453,put groceries in your car.,go to the store by driving your own vehicle.,cross check the purchased items with your list.,0,cause
5454,walk out to the car.put the items in the car.,go to grocery store by car.,cross them off your list(check if all items on list are purchased).,0,cause
5455,get to a shop by driving.,walk to the car with my groceries.unload the groceries into the backseat of my car.,check whether the list is complete(all things on list are purchased).,0,effect
5456,drive to store.,go back to the car.put the bags in the car.,check whether the list is complete(all things on list are purchased).,0,effect
5457,go to the grocery store by car.,take bags to car.,cross check the purchased items with your list.,0,effect
5458,drive to the grocery store.,put items into car and drive home.,cross them off your list(check if all items on list are purchased).,0,effect
5459,drive to grocery store.,leave the store.,cross check the purchased items with your list.,0,effect
5460,present any coupons you may have for items purchased.,take your car and drive to grocery shop.,proceed to checkout.,1,cause
5461,present any coupons you may have for items purchased.,drive to nearest grocery store.,bring items to checkout.,1,cause
5462,present any coupons you may have for items purchased.,drive to store.,bring items to checkout.,1,cause
5463,present any coupons you may have for items purchased.,drive the car to the grocery.,get to the counter.,1,cause
5464,present any coupons you may have for items purchased.,find a grocery nearby.go to grocery by driving.,go to the checkout and pay.,1,cause
5465,bring items to cashier at front of store.,present any coupons you may have for items purchased.,drive to store.,0,effect
5466,go to the teller with the items.,present any coupons you may have for items purchased.,drive to grocery store.,0,effect
5467,go to checkout line.,present any coupons you may have for items purchased.,go to store by driving.,0,effect
5468,take your items to the checkout counter.,present any coupons you may have for items purchased.,drive to store.,0,effect
5469,take your purchase to the front.,present any coupons you may have for items purchased.,go to grocery store by car.,0,effect
5470,put groceries on belt.,drive to the grocery store.,go up to check out line.,1,cause
5471,place items onto conveyor belt.,go to the favorite grocery shop by car.,go to cashier.,1,cause
5472,remove items from cart.,go to the grocery store by car.,bring cart to register.,1,cause
5473,put items on counter.,drive to store.,go to the teller with the items.,1,cause
5474,put items on counter.,drive to store.,bring cart to register.,1,cause
5475,go to checkout counter.,place groceries items on conveyor belt.,go to the favorite grocery shop by car.,0,effect
5476,take to check out.,place items onto conveyor belt.,go to the store by driving.,0,effect
5477,take to check out.,put items on table.,drive to the nearby store.,0,effect
5478,go to check out line in front of store.,put your items on the counter or belt to be scanned and rang up.,drive to nearby grocery store.,0,effect
